original_address,new_address,owner_providence_state,owner_country,owner_latitude,owner_longitude
"No. 76-3, Zhongzheng Rd., Liuqiu Township, Pingtung County 929003 , Taiwan (R.O.C.)","No. 76-3, Zhongzheng Rd., Liuqiu Township, Pingtung County 929003",Pingtung County,TWN,22.32922,120.36651
"No. 23, Ln. 1, Heping Rd., Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)","No. 23, Ln. 1, Heping Rd., Liuqiu Township, Pingtung County 929002",Pingtung County,TWN,23.21664,120.42213
"No.42-12, Zhonghua Rd., Liuqiu Township, Pingtung County 929002, Taiwan (R.O.C.)","No. 42-12, Zhonghua Rd., Liuqiu Township, Pingtung County 929002",Pingtung County,TWN,22.31386,120.33128
"No.18, Fuyu 4th Rd., Donggang Township, Pingtung County 92845, Taiwan (R.O.C.)","No.18, Fuyu 4th Rd., Donggang Township, Pingtung County 92845",Pingtung County,TWN,22.51156,120.45445
"No.11, Yangang Rd., Xinyuan Township, Pingtung County 93248, Taiwan (R.O.C.)","No. 11, Yangang Rd., Xinyuan Township, Pingtung County 93248",Pingtung County,TWN,22.2894,120.4862
"No.92, Ln. 1, Zhongzheng Rd., Liuqiu Township, Pingtung County 92942, Taiwan","No.92, Ln. 1, Zhongzheng Rd., Liuqiu Township, Pingtung County 92942",Pingtung County,TWN,22.34687,120.30919
"No. 50-1, Zhongxiao Rd., Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)","No. 50-1, Zhongxiao Rd., Liuqiu Township, Pingtung County 929002",Pingtung County,TWN,22.90583,120.425
"NO. 128-1, Zhongshan Rd., Liuqiu Township, Pingtung County 929001, Taiwan (R.O,C)","NO. 128-1, Zhongshan Rd., Liuqiu Township, Pingtung County 929001",Pingtung County,TWN,22.35813,120.32992
"No. 109, Gaoping 23rd Rd., Xiaogang Dist., Kaohsiung City 812041 , Taiwan (R.O.C.)","No. 109, Gaoping 23rd Rd., Xiaogang Dist., Kaohsiung City 812041",Kaohsiung (R.O.C.),TWN,22.56389,120.35472
"No. 135-1, Guangqian Rd., Linbian Township, Pingtung County 927004 , Taiwan (R.O.C.)","No. 135-1, Guangqian Rd., Linbian Township, Pingtung County 927004",Pingtung,TWN,22.1141,120.47739
"No. 46, Zhonghua Rd., Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)","No. 46, Zhonghua Rd., Liuqiu Township, Pingtung County 929002",Pingtung County,TWN,23.29935,120.505
"6F.-1, No.130, Sec. 3, Guangfu Rd., Donggang Township, Pingtung County 92849, Taiwan","6F.-1, No.130, Sec. 3, Guangfu Rd., Donggang Township, Pingtung County 92849",Pingtung County,TWN,22.46425,120.46085
"No.17-5, Zhonghua Rd., Liuqiu Township, Pingtung County 92942, Taiwan (R.O.C.)","No.17-5, Zhonghua Rd., Liuqiu Township, Pingtung County 92942",Pingtung County,TWN,22.42651,120.3303
"No.22-1, Zhonghua Rd., Liuqiu Township, Pingtung County 929, Taiwan","No.22-1, Zhonghua Rd., Liuqiu Township, Pingtung County 929",Pingtung County,TWN,22.0,120.4
"No. 45, Ln. 1, Fuxing Rd., Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)","No. 45, Ln. 1, Fuxing Rd., Liuqiu Township, Pingtung County 929002",Pingtung County,TWN,22.42,120.31472
"No.12, Xinyi Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)","No.12, Xinyi Rd., Liuqiu Township, Pingtung County 929","Pingtung County, Taiwan",TWN,22.27398,120.40716
"No.10, Xinsheng 2nd Rd., Donggang Township, Pingtung County 92844, Taiwan (R.O.C.)","No.10, Xinsheng 2nd Rd., Donggang Township, Pingtung County 92844",Pingtung County,TWN,22.4875,120.44667
"No. 25, Ln. 690, Wufang Rd., Xinyuan Township, Pingtung County 932017 , Taiwan (R.O.C.)","No. 25, Ln. 690, Wufang Rd., Xinyuan Township, Pingtung County 932017",Pingtung County,TWN,22.53512,120.52948
"No.18, Ln. 7, Sanmin Rd., Liuqiu Township, Pingtung County 92941, Taiwan (R.O.C.)","No.18, Ln. 7, Sanmin Rd., Liuqiu Township, Pingtung County 92941, Taiwan (R.O.C.)",Pingtung County,TWN,23.3,119.56667
"No.45-6, Zhongshan Rd., Donggang Township, Pingtung County 92849, Taiwan (R.O.C.)","No.45-6, Zhongshan Rd., Donggang Township, Pingtung County 92849",Pingtung County,TWN,22.39398,120.43842
"No.4-17, Chuantou Rd., Donggang Township, Pingtung County 92850, Taiwan (R.O.C.)","No.4-17, Chuantou Rd., Donggang Township, Pingtung County 92850",Pingtung County,TWN,22.39629,120.45565
"No. 303, Zhongzheng Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)","No. 303, Zhongzheng Rd., Liuqiu Township, Pingtung County 929",Pingtung County,TWN,22.31893,120.44101
"No.66, Chaolong Rd., Donggang Township, Pingtung County 928, Taiwan","No.66, Chaolong Rd., Donggang Township, Pingtung County 928",Pingtung County,TWN,22.49522,120.45401
"No.39, Yugang S. 1st Rd., Qianzhen Dist., Kaohsiung City 80672, Taiwan (R.O.C.)","No. 39, Yugang S. 1st Rd.","Qianzhen Dist., Kaohsiung City",TWN,22.61789,120.28336
"No.11-2, Heping Rd., Liouciou Township, Pingtung County 929, Taiwan","No.11-2, Heping Rd., Liouciou Township, Pingtung County 929",Pingtung County,TWN,22.38917,120.53333
"No.372, Zhongzheng Rd., Xinyuan Shiang, Pingtung County 932014, Taiwan (R.O.C.)","No. 372, Zhongzheng Rd., Xinyuan Shiang","Pingtung County, Taiwan",TWN,22.40134,120.58626
"No.7-1, Minsheng Rd., Liuqiu Township, Pingtung County 92941, Taiwan (R.O.C.)","No.7-1, Minsheng Rd., Liuqiu Township, Pingtung County 92941",Pingtung County,TWN,22.56472,120.40722
"No. 117-7, Sanmin Rd., Liuqiu Township, Pingtung County 929003 , Taiwan (R.O.C.)","No. 117-7, Sanmin Rd., Liuqiu Township, Pingtung County 929003",Pingtung County,TWN,22.33453,120.38552
"No.72, Shangshan Rd., Liuqiu Township, Pingtung County 92942, Taiwan (R.O.C.)","No. 72, Shangshan Rd., Liuqiu Township, Pingtung County 92942",Pingtung County,TWN,22.11667,120.41444
"No. 36-1, Ln. 1, Fuxing Rd., Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)","No. 36-1, Ln. 1, Fuxing Rd., Liuqiu Township, Pingtung County 929002",Pingtung County,TWN,22.7241,120.4015
"No.46, Zhonghua Rd.,  Liuqiu   Township, Pingtung County 92942, Taiwan  (R.O.C.)","No.46, Zhonghua Rd., Liuqiu Township, Pingtung County 92942",Pingtung County,TWN,22.322,120.415
"No.12, Sinyi Rd., Liouciou Township, Pingtung County 929, Taiwan(R.O.C.)","No.12, Sinyi Rd., Liouciou Township, Pingtung County 929",Pingtung County,TWN,22.50134,120.31556
"No.74, Chaolong Rd., Donggang Township, Pingtung County 92844, Taiwan (R.O.C.)","No.74, Chaolong Rd., Donggang Township, Pingtung County 92844",Pingtung,TWN,22.43444,120.44992
"No.22-1, Yanping Rd., Donggang Township, Pingtung County 928001, Taiwan (R.O.C.)","No.22-1, Yanping Rd., Donggang Township, Pingtung County 928001",Pingtung County,TWN,22.457,120.44
"No.74, Chaolong Rd., Donggang Township, Pingtung County 928, Taiwan (R.O.C.)","No. 74, Chaolong Rd.","Donggang Township, Pingtung County 928",TWN,22.46667,120.445
"No. 3, Ln. 1, Fuxing Rd. Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)","No. 3, Ln. 1, Fuxing Rd.","Liuqiu Township, Pingtung County",TW,22.36,120.44
"No.3,Lane 1, Fusing Rd., Liouciou Township, Pingtung County 929, Taiwan","No. 3, Lane 1, Fusing Rd.","Liouciou Township, Pingtung County 929",TW,22.67319,120.29876
"No.51, Zhongzheng Rd., Liuqiu Township, Pingtung County 929, Taiwan","No. 51, Zhongzheng Rd.","Liuqiu Township, Pingtung County",TWN,22.31422,120.39741
"No.3-3, Jhongsing Rd., Liouciou Township, Pingtung County 92942, Taiwan(R.O.C)","No.3-3, Jhongsing Rd., Liouciou Township, Pingtung County 92942",Pingtung County,TWN,22.0114,120.45896
"No.22-2, Heping Rd., Liouciou Township, Pingtung County 929, Taiwan(R.O.C.)","No.22-2, Heping Rd., Liouciou Township, Pingtung County 929",Pingtung County,TWN,22.20639,120.30773
"No. 33, Mingli 3rd St., Donggang Township, Pingtung County 928004 , Taiwan (R.O.C.)","No. 33, Mingli 3rd St., Donggang Township, Pingtung County 928004",Pingtung,TWN,22.45354,120.45432
"No. 80, Minsheng Rd., Liuqiu Township, Pingtung County 929001 , Taiwan (R.O.C.)","No. 80, Minsheng Rd., Liuqiu Township, Pingtung County 929001",Pingtung County,TWN,23.1925,120.40625
"9F., No. 212, Xinfu Rd., Fengshan Dist., Kaohsiung City 830044 , Taiwan (R.O.C.)","9F., No. 212, Xinfu Rd., Fengshan Dist., Kaohsiung City 830044",Kaohsiung City,TWN,22.62722,120.35056
"No. 37, Mingli 3rd St., Donggang Township, Pingtung County 928004 , Taiwan (R.O.C.)","No. 37, Mingli 3rd St.","Donggang Township, Pingtung County",TWN,22.44872,120.44915
"No.24, Sinsheng 1st Rd., Donggang Township, Pingtung County 92844, Taiwan (R.O.C.)","No.24, Sinsheng 1st Rd., Donggang Township, Pingtung County 92844, Taiwan (R.O.C.)",Pingtung County,TWN,22.34127,120.4555
"No.47-1,Lane 1, Fusing Rd., Liouciou Township, Pingtung County 929, Taiwan","No.47-1, Lane 1, Fusing Rd., Liouciou Township, Pingtung County 929",Pingtung County,TWN,22.58259,120.39367
"No.61, Zhenhai Rd., Donggang Township, Pingtung County 92845, Taiwan (R.O.C.)","No.61, Zhenhai Rd., Donggang Township, Pingtung County 92845",Pingtung County,TWN,22.31333,120.44861
"No. 33-63, Zhongxing Rd., Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)","No. 33-63, Zhongxing Rd., Liuqiu Township, Pingtung County 929002",Pingtung County,TWN,22.33333,120.5
"No. 22, Ln. 81, Shanban Rd., Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)","No. 22, Ln. 81, Shanban Rd., Liuqiu Township, Pingtung County 929002",Pingtung County,TWN,22.20667,120.38667
"No.375, Mingde 1st Rd., Donggang Township, Pingtung County 928004, Taiwan (R.O.C.)","No.375, Mingde 1st Rd., Donggang Township, Pingtung County 928004",Pingtung County,TWN,22.19215,120.45555
"No.6, Liyu Rd., Linbian Township, Pingtung County 92745, Taiwan (R.O.C.)","No.6, Liyu Rd., Linbian Township, Pingtung County 92745",Pingtung County,TWN,22.37444,120.49381
"No.31-5, Lane 3, Heping Rd., Liuqiu Township, Pingtung County 92942, Taiwan (R.O.C.)","No.31-5, Lane 3, Heping Rd., Liuqiu Township, Pingtung County 92942",Pingtung,TWN,22.315,120.40333
"No.92, Ren'ai Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)","No.92, Ren'ai Rd., Liuqiu Township, Pingtung County 929",Pingtung,TWN,22.32955,120.40682
"No.47, Ln. 1, Fuxing Rd., Liuqiu Township, Pingtung County 92942, Taiwan (R.O.C.)","No.47, Ln. 1, Fuxing Rd., Liuqiu Township, Pingtung County 92942",Pingtung County,TWN,22.3241,120.38962
"No. 267-12, Sanmin Rd., Liuqiu Township, Pingtung County 929001 , Taiwan (R.O.C.)","No. 267-12, Sanmin Rd., Liuqiu Township, Pingtung County 929001",Pingtung County,TWN,22.34795,120.26957
"No. 32, Zhongzheng Rd., Donggang Township, Pingtung County 928008 , Taiwan (R.O.C.)","No. 32, Zhongzheng Rd., Donggang Township, Pingtung County 928008",Pingtung County,TWN,22.4546,120.44654
"No. 21, Mingli 2nd St., Donggang Township, Pingtung County 928004, Taiwan(R.O.C.)","No. 21, Mingli 2nd St., Donggang Township, Pingtung County 928004",Pingtung County,TWN,22.47492,120.46073
"No.22, Minquan Rd., Liuqiu Township, Pingtung County 92942, Taiwan (R.O.C.)","No. 22, Minquan Rd., Liuqiu Township, Pingtung County 92942",Pingtung County,TWN,22.0275,120.44639
"No.59, Dacheng Rd., Donggang Township, Pingtung County 928005, Taiwan (R.O.C.)","No.59, Dacheng Rd., Donggang Township, Pingtung County 928005",Pingtung County,TWN,22.4235,120.45467
"No.37, Fongyu Rd., Linbian Township, Pingtung County 92745, Taiwan (R.O.C.)","No.37, Fongyu Rd., Linbian Township, Pingtung County 92745",Pingtung,TWN,22.39194,120.51925
"No. 59, Dacheng Rd., Donggang Township, Pingtung County 928005 , Taiwan (R.O.C.)","No. 59, Dacheng Rd., Donggang Township, Pingtung County 928005",Pingtung County,TWN,22.3,120.45
"No. 75, Yanping Rd., Donggang Township, Pingtung County 928001 , Taiwan (R.O.C.)","No. 75, Yanping Rd., Donggang Township, Pingtung County 928001",Pingtung County,TWN,22.43339,120.44865
"1F., No.75, Yanping Rd., Donggang Township, Pingtung County 92843, Taiwan (R.O.C.)","1F., No.75, Yanping Rd., Donggang Township, Pingtung County 92843",Pingtung County,TWN,22.51667,120.45472
"1F., No.75, Yanping Rd., Donggang Township, Pingtung County 92843, Taiwan","1F., No.75, Yanping Rd., Donggang Township, Pingtung County 92843",Pingtung,TWN,22.425,120.4525
"1F., No. 57, Dacheng Rd., Donggang Township, Pingtung County 928005 , Taiwan (R.O.C.)","1F., No. 57, Dacheng Rd., Donggang Township, Pingtung County 928005",Pingtung County,TWN,22.3275,120.455
"No.37, Fongyu Rd., Linbian Township, Pingtung County 927, Taiwan (R.O.C.)","No.37, Fongyu Rd., Linbian Township, Pingtung County 927",Pingtung County,TWN,22.57136,120.51567
"No. 34-25, Fengyu St., Donggang Township, Pingtung County 928003 , Taiwan (R.O.C.)","No. 34-25, Fengyu St., Donggang Township, Pingtung County 928003",Pingtung County,TWN,22.4197,120.46604
"No.116-7, Zhongzheng Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)","No.116-7, Zhongzheng Rd., Liuqiu Township, Pingtung County 929",Pingtung County,TWN,22.29304,120.39161
"No.179, Guangfu Rd., Xinyuan Township, Pingtung County 932, Taiwan(R.O.C.)","No.179, Guangfu Rd., Xinyuan Township, Pingtung County 932",Pingtung County,TWN,22.51667,120.51
"No.179, Guangfu Rd., Xinyuan Township, Pingtung County, Taiwan(R.O.C.)","No.179, Guangfu Rd.","Xinyuan Township, Pingtung County",TWN,22.58893,120.52163
"No.179, Guangfu Rd., Sinyuan Township, Pingtung County, Taiwan(R.O.C.)","No.179, Guangfu Rd., Sinyuan Township, Pingtung County",Pingtung County,TWN,22.5695,120.4176
"No.16, Lane. 81, Shanban Rd., Liuqiu Township, Pingtung County 92942, Taiwan (R.O.C.)","No. 16, Lane 81, Shanban Rd.","Liuqiu Township, Pingtung County",TWN,22.22198,120.44003
"No.102-1, Zhenhai Rd., Donggang Township, Pingtung County 92842, Taiwan (R.O.C.)","No.102-1, Zhenhai Rd., Donggang Township, Pingtung County 92842",Pingtung County / Taiwan,TWN,22.47917,120.45361
"No.73-3 Jhongiheng Rd., Liouciou Township, Pingtung County 92942, Taiwan (R.O.C.)","No.73-3 Jhongiheng Rd., Liouciou Township, Pingtung County 92942",Pingtung County,TWN,22.07111,120.41556
"No. 88, Mingli 3rd St., Donggang Township, Pingtung County 928004, Taiwan (R.O.C.)","No. 88, Mingli 3rd St., Donggang Township, Pingtung County 928004",Pingtung,TWN,22.48917,120.45167
"No.81, Zhongzheng Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)","No. 81, Zhongzheng Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",Pingtung County,TWN,22.32134,120.38297
"6F., No.21, Ln. 170, Wenci Rd., Zuoying Dist., Kaohsiung City 81368, Taiwan (R.O.C.)","6F., No.21, Ln. 170, Wenci Rd., Zuoying Dist., Kaohsiung City 81368",Kaohsiung City,TWN,22.62189,120.3075
"No.137-4, Sanmin Rd., Liuqiu Township, Pingtung County 92943, Taiwan (R.O.C.)","No.137-4, Sanmin Rd., Liuqiu Township, Pingtung County 92943",Pingtung County,TWN,22.25107,120.38445
"No.76, Ln. 130, Xinxing 3rd St., Donggang Township, Pingtung County 92842, Taiwan (R.O.C.)","No.76, Ln. 130, Xinxing 3rd St., Donggang Township, Pingtung County 92842, Taiwan (R.O.C.)",Pingtung County,TWN,22.46472,120.44556
"No. 108, Sanmin Rd., Liuqiu Township, Pingtung County 929003 , Taiwan (R.O.C.)","108 Sanmin Rd, Liuqiu Township, Pingtung County 929003, Taiwan",Pingtung County,TWN,22.35322,120.4016
"No.137-4,Sanmin Rd.,Liuqiu Township,Pingtung County 929003 ,Taiwan(R.O.C)","No. 137-4, Sanmin Rd., Liuqiu Township",Pingtung County,TWN,22.3527,120.3945
"No.29-17, Fude St., Donggang Township, Pingtung County 92844, Taiwan (R.O.C.)","No.29-17, Fude St., Donggang Township, Pingtung County 92844",Pingtung County,TWN,22.50372,120.44467
"No.179, Guangfu Rd., Xinyuan Township, Pingtung County 932, Taiwan (R.O.C.)","No. 179, Guangfu Rd., Xinyuan Township, Pingtung County 932",Pingtung County,TWN,22.69799,120.46133
"No. 73-6, Zhongshan Rd., Liuqiu Township, Pingtung County 929001 , Taiwan (R.O.C.)","No. 73-6, Zhongshan Rd., Liuqiu Township, Pingtung County 929001",Pingtung County,TWN,22.66385,120.37845
"No.11-8, Ln. 3, Zhongzheng Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)","No. 11-8, Ln. 3, Zhongzheng Rd., Liuqiu Township, Pingtung County 929",Pingtung County,TWN,22.3215,14.3929
"No.137-4, Sanmin Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)","No.137-4, Sanmin Rd., Liuqiu Township, Pingtung County 929",Pingtung County,TWN,22.90384,120.48642
"No.137-4, Sanmin Rd., Liouciou Township, Pingtung County 929, Taiwan (R.O.C.)","No.137-4, Sanmin Rd., Liouciou Township, Pingtung County 929",Pingtung County,TWN,22.25806,120.44147
"No. 137-4, Sanmin Rd., Liuqiu Township, Pingtung County 929003 , Taiwan (R.O.C.)","No. 137-4, Sanmin Rd., Liuqiu Township, Pingtung County 929003",Pingtung County,TWN,22.37823,120.35311
"No.27, Lane 66, Mingde Rd., Donggang Township, Pingtung County 92842, Taiwan (R.O.C.)","No.27, Lane 66, Mingde Rd., Donggang Township, Pingtung County 92842",Pingtung County,TWN,22.26965,120.4175
"No.52-10, Jhongsing Rd., Liouciou Township, Pingtung County 929, Taiwan (R.O.C.)","No. 52-10, Jhongsing Rd., Liouciou Township, Pingtung County 929",Pingtung County,TWN,22.02738,120.36053
"No.52-10, Zhongxing Rd., Liuqiu Township, Pingtung County 92942, Taiwan (R.O.C.)","No.52-10, Zhongxing Rd., Liuqiu Township, Pingtung County 92942, Taiwan (R.O.C.)",Pingtung County,TWN,22.26438,120.377
"No.52-10, Zhongxing Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)","No.52-10, Zhongxing Rd., Liuqiu Township, Pingtung County 929",Pingtung County,TWN,22.35,120.42917
"No. 52-10, Zhongxing Rd., Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)","No. 52-10, Zhongxing Rd., Liuqiu Township, Pingtung County 929002",Pingtung,TWN,22.3035,120.325
"No.9-1, Ln. 1, Heping Rd., Liuqiu Township, Pingtung County 92942, Taiwan (R.O.C.)","No.9-1, Ln. 1, Heping Rd., Liuqiu Township, Pingtung County 92942",Pingtung County,TWN,22.22222,120.4425
"No. 2, Xinyi Rd. Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)","No. 2, Xinyi Rd., Liuqiu Township, Pingtung County 929002",Pingtung County,TWN,22.3714,120.36667
"No. 1, Ln. 17, Tongchang St., Nanzi Dist., Kaohsiung City 811029 , Taiwan (R.O.C.)","No. 1, Ln. 17, Tongchang St., Nanzi Dist., Kaohsiung City 811029","Kaohsiung City, Taiwan",TWN,22.66667,120.3
"No.119, Guangqian Rd., Linbian Township, Pingtung County 927004, Taiwan (R.O.C.)","No.119, Guangqian Rd., Linbian Township, Pingtung County 927004",Pingtung County,TWN,22.61792,120.5113
"No.41 Lane 262, Yanhai 5th Rd., Donggang Township, Pingtung County 928, Taiwan","No. 41 Lane 262, Yanhai 5th Rd., Donggang Township, Pingtung County 928",Pingtung County,TWN,22.46954,120.45579
"No.62, Chaolong Rd., Donggang Township, Pingtung County 928, Taiwan","No.62, Chaolong Rd., Donggang Township, Pingtung County 928",Pingtung County,TWN,22.45944,120.44087
"No.62, Chaolong Rd., Donggang Township, Pingtung County 928, Taiwan(R.O.C.)","No.62, Chaolong Rd., Donggang Township, Pingtung County 928",Pingtung County,TWN,22.44,120.46667
"No. 1, Huanmei Rd., Donggang Township, Pingtung County 928010 , Taiwan (R.O.C.)","No. 1, Huanmei Rd., Donggang Township, Pingtung County 928010",Pingtung County,TWN,22.46256,120.45497
"No.1, Huanmei Rd., Donggang Township, Pingtung County 928010, Taiwan (R.O.C.)","No.1, Huanmei Rd., Donggang Township, Pingtung County 928010","Pingtung City, Pingtung County",TWN,22.35889,120.44972
"No.1, Huanmei Rd., Donggang Township, Pingtung County 92841, Taiwan (R.O.C.)","No.1, Huanmei Rd., Donggang Township, Pingtung County 92841",Pingtung County,TWN,22.4747,120.45538
"No.2-5, Lizuo Rd., Linbian Township, Pingtung County 92745, Taiwan (R.O.C.)","No.2-5, Lizuo Rd., Linbian Township, Pingtung County 92745",Pingtung County,TWN,22.739,120.422
"1F., No. 10, Ln. 38, Mingli Rd., Donggang Township, Pingtung County 928004 , Taiwan (R.O.C.)","1F., No. 10, Ln. 38, Mingli Rd., Donggang Township, Pingtung County 928004",Pingtung,TWN,22.45223,120.45031
"1F., No.32, Zhongzheng Rd., Donggang Township, Pingtung County 92849, Taiwan (R.O.C.)","1F., No.32, Zhongzheng Rd., Donggang Township, Pingtung County 92849",Pingtung,TWN,22.45328,120.45373
"No. 15, Ln. 1588, Chengguan Rd., Renwu Dist., Kaohsiung City 814017 , Taiwan (R.O.C.)","No. 15, Ln. 1588, Chengguan Rd., Renwu Dist., Kaohsiung City 814017","Kaohsiung City, Taiwan",TWN,22.67856,120.35344
"No.78, Chaolong Rd., Donggang Township, Pingtung County 92844, Taiwan","No.78, Chaolong Rd., Donggang Township, Pingtung County 92844",Pingtung,TWN,22.44278,120.45833
"No. 73-2, Zhongzheng Rd., Donggang Township, Pingtung County 928, Taiwan (R.O.C.)","No. 73-2, Zhongzheng Rd., Donggang Township, Pingtung County 928",Pingtung County,TWN,22.45222,120.46667
"No. 73-2, Zhongzheng Rd., Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)","No. 73-2, Zhongzheng Rd., Liuqiu Township, Pingtung County 929002",Pingtung County,TWN,22.34889,120.38611
"No.42-3, Liyu Rd., Linbian Township, Pingtung County 92745, Taiwan (R.O.C.)","No.42-3, Liyu Rd., Linbian Township, Pingtung County 92745",Pingtung County,TWN,22.321,120.59663
"No. 51-1, Jialian Rd., Donggang Township, Pingtung County 928005 , Taiwan (R.O.C.)","No. 51-1, Jialian Rd., Donggang Township, Pingtung County 928005",Pingtung County,TWN,22.50374,120.45482
"1F., No.53, Ln. 199, Mingli Rd., Donggang Township, Pingtung County 92842, Taiwan (R.O.C.)","1F., No.53, Ln. 199, Mingli Rd., Donggang Township, Pingtung County 92842",Pingtung County,TWN,22.3212,120.4557
"No.62-8, Zhongshan Rd., Liuqiu Township, Pingtung County 929001, Taiwan (R.O.C.)","No.62-8, Zhongshan Rd., Liuqiu Township, Pingtung County 929001",Pingtung County,TWN,22.0725,120.30972
"No.37-9, Jhenhai Rd., Donggang Township, Pingtung County 928, Taiwan","No.37-9, Jhenhai Rd., Donggang Township, Pingtung County 928",Pingtung County,TWN,22.37167,120.46694
"No.115, Fuxing Rd., Liuqiu Township, Pingtung County 929002, Taiwan (R.O.C.)","No. 115, Fuxing Rd., Liuqiu Township, Pingtung County 929002",Pingtung County,TWN,22.25086,120.40585
"No. 31, Mingli 3rd St., Donggang Township, Pingtung County 928004 , Taiwan (R.O.C.)","No. 31, Mingli 3rd St., Donggang Township, Pingtung County 928004",Pingtung County,TWN,22.40723,120.47035
"No. 47, Fuyu 3rd Rd., Donggang Township, Pingtung County 928003 , Taiwan (R.O.C.)","No. 47, Fuyu 3rd Rd., Donggang Township, Pingtung County 928003",Pingtung County,TWN,22.43446,120.45447
"No.17-2, Zhongxing Rd., Liuqiu Township, Pingtung County 92942, Taiwan (R.O.C.)","No.17-2, Zhongxing Rd., Liuqiu Township, Pingtung County 92942",Pingtung County,TWN,22.20365,120.39615
"No. 45-6, Zhongshan Rd., Donggang Township, Pingtung County 928002 , Taiwan (R.O.C.)","No. 45-6, Zhongshan Rd., Donggang Township, Pingtung County 928002",Pingtung County,TWN,22.45472,120.44577
"No.54-10, Zhongxing Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)","No.54-10, Zhongxing Rd., Liuqiu Township, Pingtung County 929",Pingtung County,TWN,22.3361,120.32017
"No.23, Mingli 5th St., Donggang Township, Pingtung County 92842, Taiwan (R.O.C.)","No.23, Mingli 5th St., Donggang Township, Pingtung County 92842",Pingtung County,TWN,22.4982,120.4468
"No.7-20, Zhenhai Rd., Donggang Township, Pingtung County 92845, Taiwan (R.O.C.)","No.7-20, Zhenhai Rd., Donggang Township, Pingtung County 92845",Pingtung County,TWN,22.46,120.46667
"No. 53, Zhongzheng Rd., Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)","No. 53, Zhongzheng Rd., Liuqiu Township, Pingtung County 929002",Pingtung County,TWN,22.02726,120.34411
"8F.-3, No.107, Wumiao Rd., Lingya Dist., Kaohsiung City 80289, Taiwan (R.O.C.)","8F.-3, No.107, Wumiao Rd., Lingya Dist., Kaohsiung City 80289",Kaohsiung City / Taiwan,TWN,22.61667,120.29333
"1F., No. 2-1, Houping Rd., Qianzhen Dist., Kaohsiung City 806039 , Taiwan (R.O.C.)","No. 2-1, Houping Rd., Qianzhen Dist.","Kaohsiung City, 806039",TWN,22.60556,120.30885
"No. 92, Foxi St., Qianzhen Dist., Kaohsiung City 806042 , Taiwan (R.O.C.)","No. 92, Foxi St., Qianzhen Dist., Kaohsiung City 806042","Kaohsiung City, Taiwan",TWN,22.625,120.27666
"No.70, Ln. 276, Yanhai 5th Rd., Donggang Township, Pingtung County 928, Taiwan (R.O.C.)","No.70, Ln. 276, Yanhai 5th Rd., Donggang Township, Pingtung County 928",Pingtung County,TWN,22.49397,120.45347
"No.197, Zhongshan Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)","No.197, Zhongshan Rd., Liuqiu Township, Pingtung County 929",Pingtung County,TWN,22.31758,120.40709
"No.199, Zhongshan Rd., Liuqiu Township, Pingtung County 929001, Taiwan (R.O.C.)","No.199, Zhongshan Rd., Liuqiu Township, Pingtung County 929001",Pingtung County,TWN,22.039,120.47
"No.199, Jhongshan Rd., Liouciou Township, Pingtung County 92941, Taiwan(R.O.C.)","No.199, Jhongshan Rd., Liouciou Township, Pingtung County 92941",Pingtung County,TWN,22.67944,120.37085
"No. 199, Zhongshan Rd., Liuqiu Township, Pingtung County 929001 , Taiwan (R.O.C.)","No. 199, Zhongshan Rd., Liuqiu Township, Pingtung County 929001",Pingtung County,TWN,22.38455,120.39211
"No.109, Gaoping 23rd Rd., Xiaogang Dist., Kaohsiung City 812, Taiwan (R.O.C.)","No.109, Gaoping 23rd Rd., Xiaogang Dist.",Kaohsiung City 812,TWN,22.56378,120.35521
"No. 316, Xin 7th St., Daliao Dist., Kaohsiung City 831142 , Taiwan (R.O.C.)","No. 316, Xin 7th St., Daliao Dist., Kaohsiung City 831142",Kaohsiung City,TWN,22.68577,120.37835
